ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HousingTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing,Industrial,Kitchen1,Kitchen2,LivingRoom1,LivingRoom2,Bathroom1,Bathroom2,Bedroom1,Bedroom2,General1,General2,Bathroom3,Kitchen3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HousingCategory,Industrial,Kitchen,Kitchen,LivingRoom,LivingRoom,Bathroom,Bathroom,Bedroom,Bedroom,General,General,Bathroom,Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HousingDiminshingReturn,0,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HousingValue,0,1,2,1,2,1,2,1,2,1,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClothingTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Slot,Weight,ParentItem,BonusTech,SkillReductionPercent,ParentTable,TagRecipe,Ingredients,ByproList,Skill,ConstructSpeed,ReqLevel,HalfVal,FlatStats,Description,Starter,Hidden,StartsDiscovered,CraftExperience,Labor,,,,,,,,,,,,,,,,,,,,,,,,,
Bandana,Head,100,,,0.25,TailoringTable,"Fabric,10","LeatherHide,15",,Tailoring,2,3,1,,It just looks cool.,false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
BasicBackpack,Back,100,,,0.25,,,,,,,,1,"MaxCarryWeight,5000",A basic backpack to carry supplies.\n\n(Increases max carry weight by 5 kg),false ,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bearpack,Back,100,,,0.25,AdvancedTailoringTable,"Fabric,30","CelluloseFiber,20;FurPelt,25",,Tailoring,10,4,1,"MaxCarryWeight,15000","Can you carry as much as a bear! Not really, but it helps you carry more.\n\n(Increases max carry weight by 15 kg)",false ,,,3,1200,,,,,,,,,,,,,,,,,,,,,,,,,
BigBackpack,Back,100,,,0.25,TailoringTable,"Fabric,10","LeatherHide,20",,Tailoring,4,2,1,"MaxCarryWeight,10000",A survival backpack that offers more support than the basic backpack.\n\n(Increases max carry weight by 10 kg),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
BuilderBoots,Shoes,100,,,0.25,AdvancedTailoringTable,,"SteelBar,1;LeatherHide,5;NylonFabric,5",,Tailoring,10,5,,"CalorieRate,-0.1",Snug work boots with side zippers.\n\n(Decreases calories consumed when using tools by 10\u0025),false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
BuilderGloves,Gloves,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,10;NylonFabric,10",,Tailoring,10,5,,,Leather construction gloves with durable palms and fabric backs for breathability.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
BuilderHelmet,Head,100,,,0.25,AdvancedTailoringTable,,"Plastic,5;NylonFabric,10",,Tailoring,10,5,,,A plastic hard hat that protects from falling objects and other hazards found in construction sites.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
BuilderOveralls,Pants,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,40",,Tailoring,10,5,,,Durable overalls with cargo pockets and hammer loops.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
BuilderShirt,Shirt,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,10;CottonFabric,20",,Tailoring,10,5,,,A short sleeved work shirt made from a blend of cotton and synthetic materials. ,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
CamoPants,Pants,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,10;LeatherHide,20",,Tailoring,4,2,1,"DetectionRange,1",Hide from the animals!\n\n(Reduces the detection range of animals),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
CamoShirt,Shirt,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,10;LeatherHide,20",,Tailoring,4,3,1,"DetectionRange,1",Hide from the animals!\n\n(Reduces the detection range of animals),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
Capris,Pants,100,,,0.25,TailoringTable,"Fabric,5","LeatherHide,3",,Tailoring,1,1,4,,"Capri pants (also known as three quarter pants, capris, crop pants, pedal pushers, clam-diggers, flood pants, jams, highwaters, culottes, or toreador pants) are pants that are longer than shorts but are not as long as trousers.",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
ChefHat,Head,100,,,,AdvancedTailoringTable,,"CottonFabric,10",,Tailoring,10,5,,,To keep your hair in one place while stirring the pots.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ChefPants,Pants,100,,,,AdvancedTailoringTable,,"CottonFabric,20",,Tailoring,10,5,,,Checkered style pants for hiding the truths of working in a kitchen.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ChefShirt,Shirt,100,,,,AdvancedTailoringTable,,"CottonFabric,40",,Tailoring,10,5,,,A clean Chef's shirt to spot all the spots.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ChefShoes,Shoes,100,,,,AdvancedTailoringTable,,"SyntheticRubber,2;NylonFabric,5;CottonFabric,20",,Tailoring,10,5,,"CalorieRate,-0.1",Simple low indoors working shoes helps avoiding slipping on wet surfaces in a large kitchen.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ClothBelt,Belt,100,,,0.25,TailoringTable,"Fabric,5",,,Tailoring,1,1,1,,A fashionable cloth belt that drapes across the waist.,true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
ClothCape,Back,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,10;LeatherHide,30",,Tailoring,4,3,1,,It just looks cool.,false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
Cornrows,Hair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curly,Hair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerpyHat,Head,100,,,0.25,TailoringTable,"Fabric,5","LeatherHide,2",,Tailoring,1,1,4,,Dorky sombrero that doesn't fit anyone. You feel embarrassed to wear it.,true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerBelt,Belt,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,2",,Tailoring,10,5,,,A smooth leather belt with a simple buckle design to not get caught in branches while exploring.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerBoots,Shoes,100,,,0.25,AdvancedTailoringTable,,"SteelBar,1;SyntheticRubber,5;NylonFabric,5;CottonFabric,5",,Tailoring,10,5,,"CalorieRate,-0.1",Boots with rubber soles and thermal insulation for comfort yet still be durabable.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerGloves,Gloves,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,2;NylonFabric,10;CottonFabric,10",,Tailoring,10,5,,,Sturdy gloves comfortably lined with cotton for extra insulation against the elements.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerHat,Head,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,10;CottonFabric,5",,Tailoring,10,5,,,A classic adventuring hat protecting you from the unknown.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerPants,Pants,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,10;CottonFabric,30",,Tailoring,10,5,,,Reinforced pants for exploring but still be fashionable.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorerShirt,Shirt,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,10;CottonFabric,20",,Tailoring,10,5,,,A simple white shirt with a tie and a colorable vest.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerBoots,Shoes,100,,,0.25,AdvancedTailoringTable,,"SyntheticRubber,5;NylonFabric,5",,Tailoring,10,5,,"CalorieRate,-0.1",Waterproof rubber sole boots with synthetic lining that provides protection against the elements when working in the fields.\n\n(Decreases calories consumed when using tools by 10\u0025),false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerGloves,Gloves,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,2;NylonFabric,20",,Tailoring,10,5,,,Water-resistant nylon gloves with textured palms for increased grip.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerHat,Head,100,,,0.25,AdvancedTailoringTable,,"PlantFibers,60;CottonFabric,10",,Tailoring,10,5,,, A wide-brimmed straw hat designed to provide protection from the sun.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerOveralls,Pants,100,,,0.25,AdvancedTailoringTable,,"CottonFabric,40",,Tailoring,10,5,,,Comfortable denim overalls to help with the frequent bending over that comes with farm work.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerShirt,Shirt,100,,,0.25,AdvancedTailoringTable,,"WoolFabric,30",,Tailoring,10,5,,, A long-sleeved flannel shirt that is often worn when working outdoors.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
GardenBoots,Shoes,100,,,0.25,TailoringTable,,"LeatherHide,2;FurPelt,6",,Tailoring,1,1,1,,"A sturdy pair of rubber footwear designed to provide protection against water, rain, and mud.",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
GigotSleeveShirt,Shirt,100,,,0.25,TailoringTable,,"PlantFibers,30",,Tailoring,1,1,4,,Cool piratey shirt that makes your biceps look bigger than they really are.,true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
HardyBeard,FacialHair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henley,Shirt,100,,,0.25,TailoringTable,,"LeatherHide,1;PlantFibers,25",,Tailoring,1,1,4,,"A Henley shirt is a collarless pullover shirt, characterized by a placket beneath the round neckline, about 8 to 13 cm long and usually having 2 to 5 buttons. It essentially resembles a collarless polo shirt.",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
LightBackpack,Back,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,20",,Tailoring,2,3,1,"MaxCarryWeight,5000;MovementSpeed,1","Smaller than your standard three-day backpack. You can't fit that much inside, but that makes you more agile.\n\n(Increases movement speed and increases max carry weight by 5 kg)",false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
LowTopShoes,Shoes,100,,,0.25,TailoringTable,,"LeatherHide,4",,Tailoring,2,1,1,,"Basic, ordinary, every day, run of the mill, nondescript, conventional, commonplace, humdrum, standard, middle-of-the-road, garden-variety low-top shoes.",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
NormalHair,Hair,,,,,,,,,,,,,,The hair with a completely normal amount of flare.,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeasantHair,Hair,,,,,,,,,,,,,,The haircut your mom always made you get before you realized you could make your own decisions.,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponytail,Hair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunningShoes,Shoes,100,,,0.25,TailoringTable,"Fabric,5","LeatherHide,10",,Tailoring,2,2,1,"MovementSpeed,0.5",Light weight shoes designed to make you run faster.\n\n(Increases movement speed),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
ScruffyHair,Hair,,,,,,,,,,,,,,"Rockstar cool-person hair. This finely crafted hairpiece says \""I don't care what you think. I'm wearing an awesome toupee\"".",true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShortBeard,FacialHair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Pants,100,,,0.25,TailoringTable,"Fabric,5","LeatherHide,4",,Tailoring,1,1,4,,Cargo shorts that are ideal for exploring the great outdoors. More practical than elegant.,true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
SleekShortHair,Hair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmithApron,Belt,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,30",,Tailoring,10,5,,,A thick leather apron that provides protection from the ocassional chunk of flying metal when hammering on an anvil.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
SmithBandana,Head,100,,,0.25,AdvancedTailoringTable,,"CottonFabric,25",,Tailoring,10,5,,,A cotton bandana that is great for keeping the hair out of your face and acts as a sweat band.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
SmithBoots,Shoes,100,,,0.25,AdvancedTailoringTable,,"SteelBar,1;LeatherHide,5;CottonFabric,10",,Tailoring,10,5,,"CalorieRate,-0.1",Heavy duty steel-toed boots.\n\n(Decreases calories consumed when using tools by 10\u0025),false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
SmithGloves,Gloves,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,10;CottonFabric,20",,Tailoring,10,5,,,A reinforced wrist guard paired with a lone work glove.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
SmithPants,Pants,100,,,0.25,AdvancedTailoringTable,,"CottonFabric,40",,Tailoring,10,5,,,Denim pants with knee patches.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
SquareBelt,Belt,100,,,0.25,TailoringTable,,"LeatherHide,2",,Tailoring,1,1,1,,Belt with a square buckle.,true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
TailorBowlerHat,Head,100,,,0.25,AdvancedTailoringTable,,"FurPelt,20;CottonFabric,10",,Tailoring,10,5,,,A stylish bowler hat made of tighly spun fur felt.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
TailorPants,Pants,100,,,0.25,AdvancedTailoringTable,,"CottonFabric,40",,Tailoring,10,5,,,Tailored slacks that fit just right.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
TailorShirt,Shirt,100,,,0.25,AdvancedTailoringTable,,"NylonFabric,10;CottonFabric,30",,Tailoring,10,5,,,A form-fitting vest and tie ensemble which includes measuring tape.,false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
TailorShoes,Shoes,100,,,0.25,AdvancedTailoringTable,,"LeatherHide,10;NylonFabric,20",,Tailoring,10,5,,"CalorieRate,-0.1",Two-toned suede shoes.\n\n(Decreases calories consumed when using tools by 10\u0025),false ,,,5,1200,,,,,,,,,,,,,,,,,,,,,,,,,
TallBoots,Shoes,100,,,0.25,TailoringTable,,"LeatherHide,2;FurPelt,5",,Tailoring,1,1,1,,"Knee-high boots are boots that rise to the knee, or slightly thereunder. They are generally tighter around the leg shaft and ankle than at the top.",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
TheBob,Hair,,,,,,,,,,,,,,,true ,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trousers,Pants,100,,,0.25,TailoringTable,"Fabric,4","LeatherHide,2;FurPelt,1",,Tailoring,1,1,4,,"Sturdy pair of slim-fit pants. Trousers are an item of clothing worn from the waist to the ankles, covering both legs separately (rather than with cloth extending across both legs as in robes, skirts, and dresses).",true ,,x,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
WorkBackpack,Back,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,10;LeatherHide,20",,Tailoring,10,3,1,"MaxCarryWeight,5000;CalorieRate,-0.1",Lighter pack that causes lower calorie consumption.\n\n(Decreases calories consumed when using tools by 10\u0025 and increases max carry weight by 5 kg),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
WorkBoots,Shoes,100,,,0.25,TailoringTable,"Fabric,20","CelluloseFiber,10;LeatherHide,20",,Tailoring,10,3,1,"CalorieRate,-0.1",Boots designed to be rugged and reduce muscle strain while working.\n\n(Decreases calories consumed when using tools by 10\u0025),false ,,,3,600,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BodypartTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Slot,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoundedFace,Face,Face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SquareJaw,Face,Jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlinkyEyelids,Eyelids,Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanLimbs,Limbs,Limbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JazzHands,Hands,Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChiseledLegs,Legs,Legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FungiFeet,Feet,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitTorso,Torso,Torso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WideHips,Hips,Hips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LevelTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,0,1,2,3,4,Column5,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalorieCost,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalorieCostMin,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalorieHalfVal,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalorieMinLevel,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraftingTime,5,5,5,5,10,30,50,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HalfVal,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinResearchLevel,0,1,0,1,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchCostSkill,BasicResearchCost,BasicResearchCost,IntermediateResearchCost,IntermediateResearchCost,AdvancedResearchCost,AdvancedResearchCost,AdvancedResearchCost,AdvancedResearchCost,AdvancedResearchCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchCount1,30,30,50,150,400,800,1600,1600,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchCount2,10,10,25,75,200,400,800,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchCount3,5,5,12,50,100,200,400,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchIngredient1,Log,Log,Lumber,Stone,Steel,Steel,Steel,Steel,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchIngredient2,IronOre,IronOre,GoldOre,IronIngot,GoldIngot,GoldIngot,GoldIngot,GoldIngot,GoldIngot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchIngredient3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchingSkill,BasicResearching,BasicResearching,IntermediateResearching,IntermediateResearching,AdvancedResearching,BasicResearching,AdvancedResearching,AdvancedResearching,AdvancedResearching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchingTime,30,30,140,400,2000,5000,10000,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomAllowedTables,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomBlockCount,20,20,50,150,300,300,300,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomFenceHeight,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomMat,Log,Log,Lumber,Stone,CorrugatedSteel,CorrugatedSteel,CorrugatedSteel,CorrugatedSteel,CorrugatedSteel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomVolume,25,25,75,150,400,400,400,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillReductionPercent,0.25,0.25,0.2,0.1,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableCount1,10,30,50,150,400,800,1600,1600,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableCount2,5,10,25,75,200,400,800,800,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableCount3,0,5,12,50,100,200,400,400,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableIngredient1,Log,Log,Lumber,Stone,Steel,Steel,Steel,Steel,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableIngredient2,IronOre,IronOre,GoldOre,IronIngot,GoldIngot,GoldIngot,GoldIngot,GoldIngot,GoldIngot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableIngredient3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TableWeight,25,80,150,300,400,500,800,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,Linked,Chest,Large,Medium,Small,Wardrobe,None,FoodLarge,FoodMedium,FoodSmall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked,X,X,X,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrivateSlots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicSlots,,16,100,50,8,,,50,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicWeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StackSize,,,1000,1000,,,,1000,500,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomSizeTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomSize,Small,Medium,Large,Tiny,Vsmall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomAllowedTables,2,2,2,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomBlockCount,18,32,50,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoomVolume,25,45,75,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuelTypeTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuelType,Light,Heat,Combustion,PoweredCart,Induction,Torch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuelTagList,Fat,Burnable Fuel,"Liquid Fuel,1","Liquid Fuel,1",Burnable Fuel;Liquid Fuel,Torch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerModuleTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerModule,None,CandleLight,PrimitiveLight,Fireplace,Furnace,BasicMechanical,BasicMechanical2,BasicMechanical3,MechanicalGen,ElectricGen,ElectricCon0,ElectricCon1,ElectricCon2,ElectricCon3,ElectricCon4,UtilityPole,Solar,Wind,Torch,SteamGen,ElectricLamp,ElectricPower,,,,,,,,,,,,,,,,,,,,,,,
EnergyOutput,,,,,,,,,200,3000,,,,,,,750,1000,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
PowerRadius,,,,,,5,5,5,10,30,10,10,10,10,10,30,30,30,,10,10,15,,,,,,,,,,,,,,,,,,,,,,,
PowerType,,Heat,Heat,Heat,Heat,Mechanical,Mechanical,Mechanical,Mechanical,Electric,Electric,Electric,Electric,Electric,Electric,Electric,Electric,Electric,Heat,Electric,Electric,Electric,,,,,,,,,,,,,,,,,,,,,,,
RequiredEnergy,,0.2,1,10,50,75,200,400,,75,200,100,250,1000,6000,100,,,0.5,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockChunksTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockChunks,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockAttributes,"Serialized, Solid","Serialized, Solid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockFinalAttributes,"Serialized, Solid,Wall","Serialized, Solid,Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockFinalNumber,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockNumbers,1;2;3,1;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxStackSize,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VehicleTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentTable,Slots,ReqLevel,RequiredEnergy,CaloriePerSec,MaxSpeed,DefaultEfficiency,Skill,TagRecipe,Ingredients,StaticIngredients,Weight,MaxWeight,Byproduct,ByproductCount,FuelType,Pollution,Description,MaxInteractDistance,IsDrivenUnderwater,BoatSize,HasVehicleAttachment,CraftTime,Seats,Stockpile,Labor,CraftExperience,TableTexture,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,
